individual.local.identifier,timestamp,yCoords,xCoords
1,2022.02.26 04:15:51,31.087388,-85.821431
1,2022.02.26 04:31:11,31.087431,-85.821471
1,2022.02.26 04:45:38,31.08743,-85.82144
1,2022.02.26 05:00:41,31.087483,-85.821375
1,2022.02.26 05:15:36,31.087395,-85.821467
1,2022.02.26 05:31:10,31.087268,-85.821475
1,2022.02.26 05:45:51,31.087346,-85.82141
1,2022.02.26 06:01:30,31.087329,-85.821244
1,2022.02.26 06:15:54,31.087371,-85.821472
1,2022.02.26 06:30:50,31.087366,-85.821386
1,2022.02.26 06:45:54,31.087381,-85.821442
1,2022.02.26 07:02:06,31.087343,-85.821435
1,2022.02.26 07:16:36,31.087389,-85.821348
1,2022.02.26 07:30:54,31.087328,-85.821448
1,2022.02.26 07:46:06,31.087431,-85.821281
1,2022.02.26 08:01:06,31.087385,-85.821471
1,2022.02.26 08:17:11,31.087624,-85.821174
1,2022.02.26 08:31:06,31.087518,-85.821358
1,2022.02.26 08:46:24,31.087415,-85.821442
1,2022.02.26 09:01:00,31.087383,-85.821437
1,2022.02.26 09:15:51,31.087584,-85.82145
1,2022.02.26 09:31:06,31.087473,-85.821372
1,2022.02.26 09:46:09,31.087206,-85.821495
1,2022.02.26 10:00:59,31.087359,-85.821481
1,2022.02.26 10:16:54,31.087354,-85.821431
1,2022.02.26 10:31:00,31.087444,-85.821353
1,2022.02.26 10:45:50,31.08735,-85.821435
1,2022.02.26 11:02:06,31.087326,-85.821443
1,2022.02.26 11:15:50,31.087417,-85.821398
1,2022.02.26 11:30:51,31.087465,-85.82115
1,2022.02.26 11:45:40,31.087466,-85.821378
1,2022.02.26 12:00:39,31.087314,-85.821386
1,2022.02.26 12:16:06,31.087358,-85.821279
1,2022.02.26 12:30:50,31.087275,-85.821274
1,2022.02.26 12:45:35,31.087398,-85.821375
1,2022.02.26 13:00:50,31.087456,-85.821547
1,2022.02.26 13:16:06,31.087362,-85.821351
1,2022.02.26 13:31:00,31.087235,-85.821571
1,2022.02.26 13:46:23,31.087437,-85.821348
1,2022.02.26 14:01:06,31.087328,-85.82132
1,2022.02.26 14:15:50,31.087277,-85.821532
1,2022.02.26 14:30:45,31.087411,-85.821355
1,2022.02.26 14:46:12,31.0874,-85.821463
1,2022.02.26 15:01:36,31.087397,-85.821429
1,2022.02.26 15:16:07,31.08739,-85.821475
1,2022.02.26 15:31:02,31.087388,-85.821465
1,2022.02.26 15:45:55,31.087389,-85.821529
1,2022.02.26 16:00:41,31.087382,-85.821415
1,2022.02.26 16:16:07,31.087406,-85.821396
1,2022.02.26 16:31:25,31.087177,-85.821561
1,2022.02.26 16:46:07,31.087415,-85.821408
1,2022.02.26 17:00:59,31.087294,-85.821197
1,2022.02.26 17:16:00,31.08779,-85.821583
1,2022.02.26 17:31:00,31.087517,-85.821489
1,2022.02.26 17:46:01,31.087384,-85.821352
1,2022.02.26 18:00:55,31.087331,-85.821186
1,2022.02.26 18:16:02,31.086986,-85.821236
1,2022.02.26 18:31:56,31.087253,-85.821559
1,2022.02.26 18:46:31,31.087377,-85.821465
1,2022.02.26 19:01:07,31.087394,-85.821386
1,2022.02.26 19:16:06,31.087502,-85.821425
1,2022.02.26 19:31:37,31.087395,-85.821471
1,2022.02.26 19:46:54,31.08738,-85.821401
1,2022.02.26 20:00:44,31.087456,-85.821406
1,2022.02.26 20:15:55,31.087495,-85.821471
1,2022.02.26 20:30:50,31.08734,-85.821366
1,2022.02.26 20:46:25,31.087407,-85.821421
1,2022.02.26 21:00:50,31.087219,-85.821609
1,2022.02.26 21:16:31,31.087325,-85.821344
1,2022.02.26 21:31:01,31.087489,-85.821415
1,2022.02.26 21:45:50,31.087469,-85.82136
1,2022.02.26 22:01:07,31.087431,-85.821269
1,2022.02.26 22:16:30,31.087446,-85.821207
1,2022.02.26 22:30:55,31.087343,-85.82143
1,2022.02.26 22:46:30,31.087485,-85.821301
1,2022.02.26 23:00:50,31.087363,-85.821441
1,2022.02.26 23:16:31,31.0872,-85.82163
1,2022.02.26 23:30:40,31.087376,-85.821284
1,2022.02.26 23:46:02,31.087385,-85.821375
1,2022.02.27 00:00:50,31.087374,-85.821157
1,2022.02.27 00:15:50,31.087365,-85.821326
1,2022.02.27 00:30:50,31.087435,-85.821434
1,2022.02.27 00:45:50,31.087378,-85.821383
1,2022.02.27 01:00:50,31.087385,-85.82134
1,2022.02.27 01:15:55,31.087412,-85.821332
1,2022.02.27 01:30:50,31.087367,-85.821473
1,2022.02.27 01:46:06,31.087271,-85.821312
1,2022.02.27 02:00:40,31.087408,-85.821484
1,2022.02.27 02:15:39,31.087425,-85.821398
1,2022.02.27 02:30:55,31.087478,-85.8214
1,2022.02.27 02:46:31,31.087375,-85.821072
1,2022.02.27 03:00:50,31.087322,-85.82129
1,2022.02.27 03:16:24,31.087526,-85.821558
1,2022.02.27 03:31:07,31.08737,-85.821272
1,2022.02.27 03:45:50,31.087495,-85.82133
1,2022.02.27 04:00:43,31.087406,-85.821289
1,2022.02.27 04:15:51,31.087446,-85.821431
1,2022.02.27 04:30:55,31.087388,-85.821402
1,2022.02.27 04:45:51,31.087268,-85.82123
1,2022.02.27 05:01:01,31.087415,-85.821454
1,2022.02.27 05:15:51,31.087329,-85.821451
1,2022.02.27 05:30:55,31.087538,-85.821359
1,2022.02.27 05:46:19,31.087807,-85.821719
1,2022.02.27 06:01:07,31.08743,-85.821338
1,2022.02.27 06:15:51,31.087378,-85.8214
1,2022.02.27 06:30:55,31.087309,-85.821104
1,2022.02.27 06:46:02,31.087377,-85.82126
1,2022.02.27 07:01:36,31.087295,-85.821508
1,2022.02.27 07:17:07,31.08732,-85.821391
1,2022.02.27 07:31:55,31.087451,-85.821359
1,2022.02.27 07:46:58,31.08751,-85.821072
1,2022.02.27 08:01:50,31.087778,-85.821255
1,2022.02.27 08:15:55,31.08741,-85.821407
1,2022.02.27 08:31:55,31.087288,-85.821519
1,2022.02.27 08:46:00,31.087528,-85.821489
1,2022.02.27 09:01:28,31.086897,-85.821313
1,2022.02.27 09:16:07,31.087506,-85.821474
1,2022.02.27 09:30:50,31.087344,-85.821572
1,2022.02.27 09:45:39,31.087422,-85.821369
1,2022.02.27 10:01:01,31.087318,-85.821422
1,2022.02.27 10:15:51,31.087437,-85.821336
1,2022.02.27 10:30:50,31.087364,-85.821391
1,2022.02.27 10:45:51,31.08741,-85.821375
1,2022.02.27 11:01:03,31.08737,-85.821425
1,2022.02.27 11:15:37,31.087354,-85.821488
1,2022.02.27 11:31:07,31.08734,-85.821398
1,2022.02.27 11:46:02,31.087383,-85.821436
1,2022.02.27 12:01:07,31.087353,-85.821456
1,2022.02.27 12:16:07,31.087328,-85.821518
1,2022.02.27 12:30:55,31.08741,-85.821411
1,2022.02.27 12:45:50,31.087394,-85.821475
1,2022.02.27 13:01:01,31.087384,-85.821177
1,2022.02.27 13:15:50,31.087444,-85.821395
1,2022.02.27 13:30:50,31.087424,-85.821376
1,2022.02.27 13:46:07,31.087536,-85.821448
1,2022.02.27 14:00:55,31.08745,-85.821465
1,2022.02.27 14:15:50,31.087451,-85.821435
1,2022.02.27 14:30:50,31.087423,-85.821467
1,2022.02.27 14:46:01,31.087492,-85.821448
1,2022.02.27 15:00:39,31.087469,-85.821369
1,2022.02.27 15:18:00,31.087723,-85.821177
1,2022.02.27 15:30:55,31.087548,-85.821506
1,2022.02.27 15:45:50,31.087434,-85.821426
1,2022.02.27 16:00:50,31.087388,-85.821499
1,2022.02.27 16:17:01,31.087299,-85.821425
1,2022.02.27 16:30:56,31.087414,-85.821454
1,2022.02.27 16:46:37,31.087399,-85.821279
1,2022.02.27 17:01:36,31.087495,-85.821439
1,2022.02.27 17:15:51,31.08732,-85.821477
1,2022.02.27 17:31:07,31.087448,-85.821388
1,2022.02.27 17:46:00,31.087294,-85.821335
1,2022.02.27 18:01:08,31.087332,-85.821374
1,2022.02.27 18:16:01,31.087395,-85.821377
1,2022.02.27 18:32:20,31.087595,-85.821283
1,2022.02.27 18:46:30,31.087398,-85.821478
1,2022.02.27 19:01:21,31.087369,-85.821459
1,2022.02.27 19:15:41,31.087331,-85.821408
1,2022.02.27 19:30:50,31.087515,-85.821444
1,2022.02.27 19:46:37,31.087521,-85.821456
1,2022.02.27 20:00:50,31.087372,-85.821424
1,2022.02.27 20:16:12,31.087307,-85.821348
1,2022.02.27 20:30:41,31.087518,-85.821342
1,2022.02.27 20:45:40,31.087453,-85.821477
1,2022.02.27 21:01:01,31.08752,-85.821698
1,2022.02.27 21:16:07,31.087106,-85.821376
1,2022.02.27 21:31:37,31.087501,-85.821347
1,2022.02.27 21:46:30,31.087517,-85.821351
1,2022.02.27 22:01:07,31.087294,-85.821287
1,2022.02.27 22:16:37,31.087341,-85.821436
1,2022.02.27 22:30:50,31.087246,-85.821454
1,2022.02.27 22:46:32,31.087387,-85.821339
1,2022.02.27 23:01:09,31.087266,-85.820529
1,2022.02.27 23:15:40,31.087491,-85.821362
1,2022.02.27 23:31:07,31.087321,-85.821685
1,2022.02.27 23:46:39,31.08739,-85.82138
1,2022.02.28 00:01:08,31.087273,-85.821629
1,2022.02.28 00:15:44,31.087287,-85.821376
1,2022.02.28 00:30:50,31.087454,-85.821434
1,2022.02.28 00:45:50,31.087451,-85.821434
1,2022.02.28 01:01:07,31.087385,-85.82138
1,2022.02.28 01:16:03,31.087404,-85.821319
1,2022.02.28 01:30:50,31.087406,-85.821421
1,2022.02.28 01:45:50,31.087413,-85.821386
1,2022.02.28 02:00:56,31.087379,-85.821319
1,2022.02.28 02:16:01,31.087416,-85.821521
1,2022.02.28 02:31:56,31.087375,-85.821336
1,2022.02.28 02:45:52,31.0874,-85.82138
1,2022.02.28 03:01:31,31.087195,-85.820892
1,2022.02.28 03:15:55,31.087846,-85.821864
1,2022.02.28 03:30:54,31.087427,-85.821437
1,2022.02.28 03:45:42,31.087372,-85.821413
1,2022.02.28 04:01:02,31.087396,-85.821398
1,2022.02.28 04:15:55,31.08746,-85.821243
1,2022.02.28 04:31:03,31.087397,-85.821402
1,2022.02.28 04:46:01,31.087439,-85.821208
1,2022.02.28 05:01:07,31.087368,-85.82142
1,2022.02.28 05:16:25,31.087489,-85.821305
1,2022.02.28 05:32:05,31.087371,-85.821391
1,2022.02.28 05:46:01,31.087463,-85.82144
1,2022.02.28 06:00:54,31.087311,-85.821313
1,2022.02.28 06:15:50,31.087386,-85.821385
1,2022.02.28 06:30:51,31.08731,-85.821251
1,2022.02.28 06:45:50,31.087452,-85.821404
1,2022.02.28 07:01:02,31.087378,-85.821404
1,2022.02.28 07:16:29,31.087431,-85.821308
1,2022.02.28 07:31:08,31.08703,-85.821771
1,2022.02.28 07:46:37,31.087438,-85.821347
1,2022.02.28 08:01:29,31.087583,-85.821143
1,2022.02.28 08:16:11,31.087598,-85.820861
1,2022.02.28 08:31:30,31.087467,-85.821201
1,2022.02.28 08:46:06,31.087442,-85.821419
1,2022.02.28 09:01:08,31.087475,-85.821394
1,2022.02.28 09:16:03,31.087257,-85.821394
1,2022.02.28 09:31:19,31.087578,-85.821437
1,2022.02.28 09:46:41,31.087392,-85.821428
1,2022.02.28 10:01:06,31.087313,-85.821468
1,2022.02.28 10:16:06,31.087541,-85.821445
1,2022.02.28 10:31:24,31.08745,-85.821368
1,2022.02.28 10:46:08,31.087333,-85.821274
1,2022.02.28 11:01:30,31.087491,-85.821438
1,2022.02.28 11:15:54,31.087446,-85.821393
1,2022.02.28 11:30:51,31.087752,-85.821169
1,2022.02.28 11:45:40,31.087402,-85.821401
1,2022.02.28 12:01:01,31.087319,-85.821428
1,2022.02.28 12:16:30,31.087362,-85.821347
1,2022.02.28 12:30:50,31.087462,-85.821439
1,2022.02.28 12:45:55,31.087312,-85.821487
1,2022.02.28 13:01:28,31.087515,-85.82127
1,2022.02.28 13:16:25,31.087423,-85.821335
1,2022.02.28 13:31:24,31.087394,-85.821391
1,2022.02.28 13:46:06,31.087501,-85.821592
1,2022.02.28 14:01:06,31.087488,-85.821202
1,2022.02.28 14:15:54,31.08746,-85.821431
1,2022.02.28 14:30:50,31.087421,-85.821337
1,2022.02.28 14:45:54,31.08746,-85.821452
1,2022.02.28 15:01:05,31.087371,-85.821467
1,2022.02.28 15:16:00,31.087368,-85.82138
1,2022.02.28 15:31:06,31.087491,-85.821492
1,2022.02.28 15:46:36,31.087382,-85.821423
1,2022.02.28 16:00:54,31.087426,-85.821436
1,2022.02.28 16:15:54,31.087396,-85.821426
1,2022.02.28 16:31:06,31.087395,-85.821357
1,2022.02.28 16:46:23,31.08649,-85.821993
1,2022.02.28 17:01:55,31.087259,-85.821345
1,2022.02.28 17:15:50,31.087507,-85.82145
1,2022.02.28 17:31:07,31.087511,-85.821538
1,2022.02.28 17:46:01,31.087427,-85.821416
1,2022.02.28 18:01:00,31.087377,-85.821467
1,2022.02.28 18:15:42,31.087464,-85.821421
1,2022.02.28 18:30:54,31.087456,-85.821401
1,2022.02.28 18:45:55,31.087425,-85.821409
1,2022.02.28 19:01:06,31.087419,-85.82147
1,2022.02.28 19:15:45,31.087338,-85.821372
1,2022.02.28 19:31:07,31.087238,-85.821407
1,2022.02.28 19:46:03,31.087332,-85.821413
1,2022.02.28 20:00:38,31.087414,-85.821412
1,2022.02.28 20:17:07,31.087478,-85.821484
1,2022.02.28 20:32:06,31.08742,-85.821435
1,2022.02.28 20:45:50,31.08739,-85.821438
1,2022.02.28 21:00:55,31.087466,-85.821392
1,2022.02.28 21:16:00,31.087444,-85.821518
1,2022.02.28 21:30:50,31.087518,-85.821386
1,2022.02.28 21:46:35,31.087398,-85.821467
1,2022.02.28 22:01:36,31.087445,-85.821365
1,2022.02.28 22:17:05,31.087414,-85.821227
1,2022.02.28 22:31:57,31.087348,-85.821365
1,2022.02.28 22:46:36,31.087406,-85.821393
1,2022.02.28 23:01:06,31.087347,-85.821408
1,2022.02.28 23:15:47,31.08733,-85.82149
1,2022.02.28 23:30:50,31.087403,-85.821264
1,2022.02.28 23:46:06,31.087296,-85.821388
1,2022.03.01 00:01:05,31.087452,-85.821172
1,2022.03.01 00:16:06,31.087501,-85.821339
1,2022.03.01 00:31:06,31.087499,-85.821417
1,2022.03.01 00:45:50,31.087493,-85.821394
1,2022.03.01 01:01:00,31.087481,-85.821516
1,2022.03.01 01:15:54,31.08733,-85.821433
1,2022.03.01 01:30:50,31.087428,-85.821436
1,2022.03.01 01:45:45,31.087524,-85.821407
1,2022.03.01 02:00:36,31.087461,-85.821384
1,2022.03.01 02:16:02,31.087277,-85.821281
1,2022.03.01 02:30:38,31.087482,-85.821403
1,2022.03.01 02:46:40,31.087651,-85.821984
1,2022.03.01 03:01:12,31.087498,-85.821642
1,2022.03.01 03:16:06,31.087368,-85.82163
1,2022.03.01 03:31:00,31.087433,-85.821373
1,2022.03.01 03:45:54,31.087501,-85.821451
1,2022.03.01 04:00:41,31.087389,-85.821423
1,2022.03.01 04:15:51,31.087409,-85.821324
1,2022.03.01 04:30:50,31.087348,-85.821461
1,2022.03.01 04:45:54,31.087437,-85.821397
1,2022.03.01 05:01:24,31.087394,-85.821459
1,2022.03.01 05:15:40,31.087514,-85.821451
1,2022.03.01 05:30:40,31.087422,-85.82149
1,2022.03.01 05:46:10,31.08736,-85.821349
1,2022.03.01 06:01:24,31.087395,-85.821418
1,2022.03.01 06:16:19,31.088078,-85.822481
1,2022.03.01 06:31:23,31.087365,-85.821298
1,2022.03.01 06:46:07,31.087446,-85.821423
1,2022.03.01 07:00:40,31.087352,-85.821448
1,2022.03.01 07:16:25,31.087518,-85.821368
1,2022.03.01 07:31:31,31.087424,-85.821471
1,2022.03.01 07:46:29,31.08753,-85.821333
1,2022.03.01 08:00:51,31.087329,-85.821487
1,2022.03.01 08:15:50,31.087446,-85.821324
1,2022.03.01 08:31:35,31.087347,-85.821388
1,2022.03.01 08:45:55,31.087523,-85.821362
1,2022.03.01 09:00:56,31.087351,-85.821428
1,2022.03.01 09:15:55,31.087382,-85.821376
1,2022.03.01 09:31:37,31.087309,-85.821461
1,2022.03.01 09:46:08,31.087463,-85.821583
1,2022.03.01 10:01:56,31.087201,-85.821455
1,2022.03.01 10:16:25,31.087194,-85.821288
1,2022.03.01 10:30:51,31.087385,-85.821436
1,2022.03.01 10:46:22,31.087436,-85.821366
1,2022.03.01 11:00:56,31.087434,-85.821534
1,2022.03.01 11:15:56,31.087459,-85.821433
1,2022.03.01 11:31:20,31.087463,-85.821148
1,2022.03.01 11:46:25,31.087451,-85.82158
1,2022.03.01 12:01:01,31.087403,-85.821382
1,2022.03.01 12:15:56,31.087362,-85.821358
1,2022.03.01 12:31:07,31.087381,-85.821427
1,2022.03.01 12:47:00,31.08739,-85.821508
1,2022.03.01 13:01:06,31.087445,-85.821317
1,2022.03.01 13:16:01,31.087605,-85.821357
1,2022.03.01 13:32:07,31.087383,-85.821461
1,2022.03.01 13:45:50,31.087376,-85.821306
1,2022.03.01 14:02:24,31.087334,-85.821411
1,2022.03.01 14:15:53,31.08745,-85.821498
1,2022.03.01 14:31:06,31.087551,-85.82138
1,2022.03.01 14:45:42,31.087398,-85.821547
1,2022.03.01 15:01:06,31.087291,-85.821168
1,2022.03.01 15:15:40,31.087505,-85.821474
1,2022.03.01 15:31:01,31.087334,-85.821665
1,2022.03.01 15:46:00,31.087395,-85.821442
1,2022.03.01 16:00:50,31.087398,-85.821468
1,2022.03.01 16:16:06,31.087426,-85.821356
1,2022.03.01 16:31:49,31.087134,-85.821412
1,2022.03.01 16:45:54,31.087545,-85.821574
1,2022.03.01 17:01:06,31.087507,-85.821551
